smiles,actual_exp,pred_exp,residual
O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,-2.98,0.7845197,3.764519672393799
O=C(NCC(O)CO)c1c(I)c(N(CCO)C(=O)CO)c(I)c(N(CCO)C(=O)CO)c1I,-2.55,0.20764673,2.7576467275619505
O=C(NCC1(O)CCCCCC1)c1cc(-c2ccccc2C(=O)O)ccc1Cl,-0.34,3.1835415,3.5235415363311766
O=C(NCC1(O)CCCCCC1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,0.26,1.0815457,0.8215457105636597
O=C(NCC12CC3CC(CC(C3)C1)C2)c1c(Cl)ccc2nc(N3CCC[C@H](NCCc4nnn[nH]4)C3)ccc12,3.08,3.3662124,0.28621236801147454
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,2.1,0.09179777,-2.0082022309303285
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(C2CCNCC2)ccc1Cl,1.58,0.601527,-0.9784730243682862
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CC2CCNCC2)ccc1Cl,1.49,4.8058248,3.3158247566223142
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2CC3CNCC(C2)O3)ccc1Cl,1.55,2.2954175,0.7454175472259521
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2CCNCC2)ccc1Cl,1.84,1.8685815,0.028581533432006756
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2C[C@@H]3C[C@H]2CN3)ccc1Cl,1.45,0.40662158,-1.0433784246444702
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(N2CCNCC2)ccc1Cl,1.77,-0.18700744,-1.9570074421167374
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(N2CCNCC2)ncc1Cl,2.09,1.9691951,-0.12080487251281724
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(OC2CCNCC2)ccc1Cl,1.83,0.2467533,-1.583246694803238
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(OC2CCNCC2)ncc1Cl,1.56,1.8836024,0.3236023807525634
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(OCCCNCCCO)ccc1Cl,1.41,3.1335409,1.7235408687591554
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(O[C@H]2CCCNC2)ccc1Cl,2.18,3.0951397,0.9151397418975828
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc(Cl)c1Cl,4.37,2.007294,-2.362706060409546
O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccccc1,4.21,0.91013634,-3.299863657951355
O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccccc1Br,4.15,1.5518483,-2.5981517076492313
O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccccc1Cl,4.05,2.2070134,-1.8429866313934324
O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccnc(N2CCNCC2)c1Cl,1.77,-0.1392499,-1.9092499059438706
O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccnc(NCC2CCNCC2)c1Cl,0.6,-0.47556627,-1.0755662679672242
O=C(NCC1CCCCC1)c1c(Cl)ccc2ncccc12,2.65,4.780652,2.1306520462036134
O=C(NCC1CCCCC1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,1.26,0.79131824,-0.46868176221847535
O=C(NCC1CCCCCC1)c1cc(-c2cccnc2N2CCC(C(=O)O)CC2)ccc1Cl,2.53,-0.3830427,-2.9130426931381224
O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,2.455,1.3202032,-1.1347968149185181
O=C(NCC1CCOCC1)c1nc(OS(=O)(=O)CCC(F)(F)F)ccc1NC(=O)c1ccc(Cn2ccnn2)c2ccccc12,4.2,0.232536,-3.9674639970064165
O=C(NCC1CCOCC1)c1ncccc1NC(=O)c1cccc2ccccc12,4.4,0.44615054,-3.9538494586944584
O=C(NCCCCCCNCCc1ccc(O)c2nc(O)sc12)Nc1ccccc1,1.26,2.9229734,1.662973394393921
O=C(NCCCCc1ccccc1)c1ccccc1,3.8,4.5333605,0.7333604812622072
O=C(NCCCN1CCCCC1)C(c1ccccc1)c1ccccc1,1.33,1.1579474,-0.1720525789260865
O=C(NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1Br)c1cccs1,4.13,2.936485,-1.1935149478912352
O=C(NCCCOc1cccc(CN2CCCCC2)c1)c1ccccc1,3.97,0.71092385,-3.2590761494636538
O=C(NCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,2.85,2.2316668,-0.6183331966400147
O=C(NCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)c1ccc(F)cc1,4.63,0.8478737,-3.7821263122558593
O=C(NCCN1CCCC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,2.39,1.3417875,-1.0482125425338746
O=C(NCCNC(=O)c1cn(-c2ccccc2)nc1C(F)(F)F)c1ccc(Cl)cn1,3.8,4.7401204,0.9401204109191896
O=C(NCCO)c1cccnc1,-0.11,2.5153425,2.6253424739837645
O=C(NCCSCc1ccccc1)c1ccccc1,3.3,3.1019614,-0.1980386257171629
O=C(NCCc1ccccc1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,0.74,2.7215714,1.981571445465088
O=C(NCCc1ccccc1Cl)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,1.29,1.3175371,0.027537069320678675
O=C(NCN1CCOCC1)c1ccccc1O,1.27,1.5879642,0.3179641771316528
O=C(NCO)c1ccccc1,0.4,0.7944785,0.39447847604751585
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2c(F)cccc12,3.15,3.1895168,0.039516782760620206
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)N3CCC3)ccc12,3.02,2.11816,-0.9018399906158447
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)NC3CC3)ccc12,3.67,2.6952472,-0.9747528266906738
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)NCCO)ccc12,2.06,3.576774,1.5167738819122314
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2ccc(F)cc12,3.93,2.002413,-1.9275869655609132
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2ccccc12,3.42,3.643458,0.22345788955688484
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)cc1C(F)(F)F,2.71,1.1874267,-1.5225733137130737
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c2ccccc12,3.91,2.514136,-1.3958639240264894
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]nc1C(F)(F)F,3.34,1.9293288,-1.4106712007522582
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]nc1C1CC1,3.15,5.7784696,2.6284695625305177
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cc(=O)[nH]c2ccccc12,3.48,2.4498923,-1.030107717514038
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cn2cc(F)ccc2n1,3.33,-0.089490935,-3.4194909352064133
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cnnc2ccccc12,3.28,4.6730514,1.3930513572692873
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1n[nH]c(=O)c2ccccc12,3.69,3.08868,-0.6013199710845947
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1n[nH]c2ccccc12,2.95,3.0357957,0.08579568862915021
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)n1c(=O)[nH]c2ccccc21,4.46,2.6391218,-1.8208782291412353
O=C(NCc1ccc(F)cc1)C(=O)c1c[nH]c2ccccc12,2.88,0.5364303,-2.343569700717926
O=C(NCc1ccc(O)cc1)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12,2.67,4.202101,1.532101230621338
O=C(NCc1ccc(O)cc1)c1ccccc1,1.87,3.0974762,1.2274762439727782
O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CC1CC(F)(F)C1,3.9,1.6371359,-2.2628641366958617
O=C(NCc1ccccc1)c1cccnc1Oc1ccccc1,3.0,1.963169,-1.036831021308899
O=C(NCc1ccccc1)c1ccco1,1.81,4.154033,2.3440331840515136
O=C(NCc1ccccc1Cl)c1ccccc1Oc1ccccc1,3.58,1.8862745,-1.6937255430221558
O=C(NCc1ccccc1Cl)c1cccnc1Oc1ccccc1,3.68,1.6636437,-2.016356282234192
O=C(NCc1ccccn1)c1ccc(Oc2ccccc2)cc1,2.7,0.42561236,-2.2743876397609712
O=C(NCc1ccco1)c1ccc2[nH]c(COc3ccc(C45CC6CC(CC(C6)C4)C5)cc3)nc2c1,4.0,2.909031,-1.0909690856933594
O=C(NCc1ccnc2ccccc12)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,3.88,2.7561812,-1.1238187599182128
O=C(NCc1ccncc1)c1ccc(Oc2ccc(C#CC3(O)CN4CCC3CC4)cc2)cc1,2.48,0.5738151,-1.906184892654419
O=C(NCc1ccncc1)c1ccc(Oc2ccc(C#C[C@@]3(O)CN4CCC3CC4)cc2)cc1,2.31,5.051029,2.7410292053222656
O=C(NCc1ccncc1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,2.42,3.3404047,0.920404748916626
O=C(NCc1ccncc1)c1ccc(Oc2ccccc2)cc1,3.26,0.108713895,-3.151286104917526
O=C(NCc1ccncn1)c1ccc(Oc2ccc(C#C[C@@]3(O)CN4CCC3CC4)cc2)cc1,1.77,3.2242315,1.454231481552124
O=C(NCc1ccncn1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,1.78,1.0026435,-0.7773565340042115
O=C(NCc1ccncn1)c1ccc(Oc2ccc(CCC3(O)CN4CCC3CC4)cc2)cc1,0.76,2.7431886,1.9831886196136475
O=C(NN1CC=CCC1)c1ccco1,0.81,1.1947955,0.3847954893112182
O=C(NN1CC=CCC1)c1cccs1,1.88,0.6725252,-1.2074747729301452
O=C(NN1CCCCCC1)NS(=O)(=O)c1ccc(Cl)cc1,1.64,0.4726265,-1.1673734927177428
O=C(NNc1cccc(Cl)c1)c1cccnc1Cl,1.87,-0.056971088,-1.926971088051796
O=C(NO)C1COC(c2ccc(F)c(C(F)(F)F)c2)=N1,1.53,2.0458057,0.5158056926727295
O=C(NO)Nc1ccc(Cl)cc1,1.39,2.5834835,1.1934834575653077
O=C(NO)Nc1ccccc1,0.41,3.446763,3.0367630386352538
O=C(NO)[C@@H](Cc1ccc2ccccc2c1)NS(=O)(=O)c1ccc2ccccc2c1,3.23,1.6752046,-1.5547953653335571
O=C(NO)c1ccc(NS(=O)(=O)c2ccccc2)cc1,0.75,3.6815565,2.931556463241577
O=C(NO)c1ccccc1,0.26,1.731427,1.4714269542694092
O=C(NP(=O)(N1CC1)N1CC1)c1ccc(Br)cc1,1.63,-3.552263,-5.182263021469116
O=C(NP(=O)(N1CC1)N1CC1)c1ccc(Cl)cc1,0.97,0.5695877,-0.4004122924804687
O=C(NP(=O)(N1CC1)N1CC1)c1ccc(F)cc1,0.86,2.517229,1.6572290802001954
O=C(NP(=O)(N1CC1)N1CC1)c1ccc(I)cc1,2.25,1.6937889,-0.5562111139297485
O=C(NP(=O)(N1CC1)N1CC1)c1cccc(I)c1,1.91,4.7179275,2.8079274559020995
O=C(NP(=O)(N1CC1)N1CC1)c1ccccc1,0.81,1.6923236,0.8823235654830932
O=C(NP(=O)(N1CC1)N1CC1)c1ccccc1Br,1.08,3.176583,2.0965830516815185
O=C(NP(=O)(N1CC1)N1CC1)c1ccccc1I,1.05,1.2279528,0.17795283794403072
O=C(NS(=O)(=O)Cc1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.13,4.2779193,2.1479192924499513
O=C(NS(=O)(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1)c1ccccc1,2.14,0.13094452,-2.0090554797649385
O=C(NS(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.59,1.4992269,-1.0907730722427367
O=C(NS(=O)(=O)c1ccc(F)cc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,1.79,1.8644584,0.07445844173431393
O=C(NS(=O)(=O)c1ccc(NCCSc2ccccc2)c([N+](=O)[O-])c1)c1ccc(N2CCNCC2)cc1,-0.04,1.3339902,1.373990216255188
O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.94,0.8202884,-2.119711580276489
O=C(NS(=O)(=O)c1cccc(Cl)c1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.62,7.141579,4.521579151153564
O=C(NS(=O)(=O)c1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,1.5,8.332137,6.832137107849121
O=C(NS(=O)(=O)c1ccccc1Cl)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,1.93,3.0622785,1.1322785091400147
O=C(N[C@@H](Cc1ccc(C#CCCNc2ccccn2)cc1)C(=O)O)c1c(Cl)cccc1Cl,0.27,-0.09162255,-0.3616225463151932
O=C(N[C@@H](Cc1ccc(CCCCNc2ccccn2)cc1)C(=O)O)c1c(Cl)cccc1Cl,0.51,1.5453091,1.035309066772461
O=C(N[C@@H](Cc1ccc(N2CCN(c3ccccc3)CC2)cc1)C(=O)O)c1c(Cl)cccc1Cl,0.08,3.8903143,3.8103143405914306
O=C(N[C@@H](Cc1ccc(OCCCNc2ccccn2)cc1)C(=O)O)c1c(Cl)cccc1Cl,-0.22,1.087946,1.307946057319641
O=C(N[C@@H](Cc1ccc(OCCNc2ccccn2)cc1)C(=O)O)c1c(Cl)cccc1Cl,-0.48,0.47018218,0.9501821804046631
O=C(N[C@@H](Cc1ccc(OCCNc2nc3ccccc3[nH]2)cc1)C(=O)O)c1c(Cl)cccc1Cl,0.6,4.4055448,3.8055447578430175
O=C(N[C@@H](Cc1ccc(OCCc2ccc3c(n2)NCCC3)cc1)C(=O)O)c1c(Cl)cccc1Cl,0.33,-0.43657577,-0.7665757703781129
O=C(N[C@@H](Cc1ccc(OCCc2ccc3c(n2)NCCO3)cc1)C(=O)O)c1c(Cl)cccc1Cl,-0.18,6.3048916,6.484891586303711
O=C(N[C@@H](Cc1cccc(OCCCNc2ccccn2)c1)C(=O)O)c1c(Cl)cccc1Cl,0.16,2.064673,1.9046729469299317
O=C(N[C@@H](Cc1ccccc1)C(=O)N1CCC(O)CC1)c1cc2cc(Cl)ccc2[nH]1,3.6,0.6639129,-2.9360871076583863
O=C(N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N1C[C@@H](O)[C@@H](O)C1)c1cc2cc(Cl)ccc2[nH]1,2.8,2.867102,0.06710190773010272
O=C(N[C@@H](c1ccccc1)[C@@H]1CCCCN1)c1cccc(C(F)(F)F)c1Cl,2.61,3.6859782,1.0759781742095949
O=C(N[C@@H]1CN2CCC1CC2)c1ccc(-c2ccccc2)s1,1.77,2.5049322,0.734932165145874
O=C(N[C@@H]1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1,3.27,5.1395855,1.8695854949951172
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,1.15,2.791875,1.6418748855590821
O=C(N[C@H]1CN2CCC1CC2)c1ccc(-c2ccccc2)s1,1.9,1.903256,0.0032560586929322177
O=C(N[C@H]1CN2CCC1CC2)c1ccc(-c2ccccn2)s1,0.7,2.3346035,1.6346035480499268
O=C(N[C@H]1CN2CCC1CC2)c1ccc(Cl)cc1,0.6,1.0013285,0.40132846832275393
O=C(N[C@H]1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1,3.3,0.8467587,-2.4532412767410277
O=C(N[C@H]1Cc2ccccc2N(C[C@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1,3.27,2.081761,-1.1882391166687012
O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,3.95,0.40235364,-3.5476463556289675
O=C(Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1)NC1CC1,2.3,4.057268,1.7572681427001955
O=C(Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1)C1CCOCC1,3.7,2.5041385,-1.1958615303039553
O=C(Nc1cc(-c2ccncc2)c[nH]c1=O)[C@H](Cc1ccccc1)NC1(c2ccccn2)CC1,3.44,3.8361034,0.39610343933105474
O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cnc(Cl)nc1C(F)(F)F,1.8,-0.8500792,-2.6500791788101195
O=C(Nc1ccc(Br)cc1)C(F)(F)F,3.34,2.9029973,-0.4370027446746825
O=C(Nc1ccc(Br)cc1)c1ccccc1O,4.51,0.48500282,-4.024997184276581
O=C(Nc1ccc(C(F)(F)F)c(Cl)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,4.06,3.0064166,-1.0535834407806393
O=C(Nc1ccc(C(O)C(CO)/N=C(/O)C(Cl)Cl)cc1)C1CC1,0.75,2.5330756,1.7830755710601807
O=C(Nc1ccc(CCO)cc1)c1cc2cc(Cl)ccc2[nH]1,3.85,-1.2896148,-5.139614796638488
O=C(Nc1ccc(Cl)c(Cl)c1)C1CC1,3.73,2.4729078,-1.2570922183990478
O=C(Nc1ccc(Cl)c(Cl)c1)C1CCCCC1,4.72,-1.363324,-6.0833240461349485
O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,3.57,2.6301825,-0.9398174953460692
O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(C[C@@H]2CCCN(CC3CC3)C2)CC1,2.54,-0.25901014,-2.799010136127472
O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(C[C@@H]2CCCN(Cc3ccccc3)C2)CC1,4.26,0.3283979,-3.9316021001338957
O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(C[C@H]2CN(C3CC3)CCO2)CC1,3.32,1.0512643,-2.26873571395874
O=C(Nc1ccc(Cl)c(Cl)c1)Nc1cc(Cl)ccc1Oc1ccc(Cl)cc1S(=O)(=O)O,1.89,1.2515966,-0.6384034299850463
O=C(Nc1ccc(Cl)c(Cl)c1)c1ccccc1,4.42,0.995124,-3.4248760175704955
O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CCNCC2)c1O)Nc1cccc(F)c1Cl,2.6,1.19245,-1.4075499534606934
O=C(Nc1ccc(Cl)cc1)c1cc(Br)ccc1O,5.02,4.1496334,-0.8703665924072261
O=C(Nc1ccc(Cl)cc1)c1cc(Cl)cc(Cl)c1O,5.15,3.5114896,-1.638510370254517
O=C(Nc1ccc(Cl)cc1)c1cc([N+](=O)[O-])ccc1O,2.54,2.4823208,-0.0576792144775391
O=C(Nc1ccc(Cl)cc1)c1cccc([N+](=O)[O-])c1O,2.16,0.66723645,-1.4927635526657106
O=C(Nc1ccc(Cl)cc1)c1ccccc1O,4.5,2.316326,-2.1836740970611572
O=C(Nc1ccc(Cl)cc1)c1cccnc1,2.52,2.1789513,-0.34104873657226564
O=C(Nc1ccc(Cl)cc1C(O)c1ccccc1)c1ccncc1,3.13,1.2870554,-1.8429446268081664
O=C(Nc1ccc(Cl)nc1)c1ccc(F)c(Cl)c1,3.64,3.1703057,-0.4696942710876466
O=C(Nc1ccc(Cl)nc1)c1ccc(F)c(F)c1,3.31,3.5107257,0.20072573661804194
O=C(Nc1ccc(F)cc1)c1cc(Cl)cc(Cl)c1O,4.76,2.4682803,-2.29171968460083
O=C(Nc1ccc(F)cc1)c1ccc(Cl)[n+]([O-])c1,1.38,1.070405,-0.3095949935913085
O=C(Nc1ccc(F)cc1)c1cccnc1Oc1ccccc1,3.19,0.69831353,-2.491686465740204
O=C(Nc1ccc(F)cc1F)c1cc(Cl)ccc1O,3.6,3.3497252,-0.25027475357055673
O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,4.9,0.9215342,-3.978465819358826
O=C(Nc1ccc(N2CCNCC2)cc1)c1ccc(-c2ccc(Cl)cc2)o1,2.4,3.5318105,1.1318105220794679
O=C(Nc1ccc(N2CCOCC2)c(F)c1)c1nnc(Nc2ccccc2F)o1,3.6,2.129182,-1.4708178997039796
O=C(Nc1ccc(N2CCOCC2)cc1)c1nnc(NC(=O)C2(c3ccc(Cl)cc3)CCC2)o1,3.2,5.8837614,2.683761405944824
O=C(Nc1ccc(N2CCOCC2)cc1)c1nnc(NC(=O)C2(c3ccc(Cl)cc3)CCCC2)o1,3.72,1.1358857,-2.584114284515381
O=C(Nc1ccc(N2CCOCC2)cc1)c1nnc(Nc2ccccc2)o1,3.15,1.7162462,-1.433753752708435
O=C(Nc1ccc(N2CCOCC2)cc1)c1nnc(Nc2ccccc2F)o1,3.05,2.2764633,-0.7735367298126219
O=C(Nc1ccc(N2CCOCC2)cn1)c1nnc(Nc2ccccc2F)o1,2.4,1.6581722,-0.7418277502059936
O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2ccc(F)c(F)c2)o1,2.9,1.3826319,-1.5173681020736693
O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2ccc(F)cc2)o1,3.0,2.9767323,-0.023267745971679688
O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2cccc(F)c2)o1,3.2,0.5636075,-2.6363924860954286
O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2cccc(OCc3ccccn3)c2)o1,3.1,2.2890985,-0.8109014987945558
O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2cccc(OCc3cccnc3)c2)o1,3.3,1.1607478,-2.139252233505249
O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2ccccc2)o1,2.9,2.330916,-0.569084072113037
O=C(Nc1ccc(Nc2ccc(NC(=O)c3ccccc3)c3c2C(=O)c2ccccc2C3=O)c2c1C(=O)c1ccccc1C2=O)c1ccccc1,2.63,2.192083,-0.43791711807250966
O=C(Nc1ccc(O)cc1)C(Cl)Cl,1.6,0.9599055,-0.6400944948196412
O=C(Nc1ccc(O)cc1)c1ccc(O)cc1,1.5,3.685418,2.185417890548706
O=C(Nc1ccc(Oc2cccnc2)nc1)c1nnc(Nc2ccccc2F)o1,3.1,1.0304232,-2.0695768356323243
O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1,3.02,-0.44790596,-3.467905957698822
O=C(Nc1ccc([N+](=O)[O-])cc1)c1cccnc1,1.82,1.6911651,-0.1288349103927613
O=C(Nc1ccc([N+](=O)[O-])cc1O)Nc1ccccc1Br,3.9,1.7660779,-2.1339221239089965
O=C(Nc1ccc2nn(C3CCCC3)nc2c1)C(Cl)(Cl)Cl,4.12,1.8828099,-2.2371901226043702
O=C(Nc1ccc2nn(C3CCCC3)nc2c1)C(Cl)Cl,3.4,2.4427912,-0.9572087764739989
O=C(Nc1ccc2nn(C3CCCC3)nc2c1)c1ccc(C(F)(F)F)cc1,4.95,2.1259613,-2.8240386962890627
O=C(Nc1ccc2nn(C3CCCC3)nc2c1)c1ccc(Cl)c(Cl)c1,5.32,7.103318,1.7833182144165036
O=C(Nc1ccc2nn(C3CCCC3)nc2c1)c1ccc(Cl)cc1,4.11,1.3430475,-2.766952500343323
O=C(Nc1ccc2nn(C3CCCC3)nc2c1)c1ccc([N+](=O)[O-])cc1,3.75,0.94357944,-2.8064205646514893
O=C(Nc1ccc2nn(C3CCCC3)nc2c1)c1ccccc1,3.94,3.5744824,-0.3655175590515136
O=C(Nc1ccc2nn(C3CCCCC3)nc2c1)C(Cl)Cl,3.87,2.2194397,-1.6505602550506593
O=C(Nc1ccc2nn(C3CCCCC3)nc2c1)c1ccc(Cl)c(Cl)c1,5.85,2.641091,-3.208908891677856
O=C(Nc1ccc2nn(C3CCCCC3)nc2c1)c1ccccc1,4.49,3.2015038,-1.2884962463378908
O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(C(F)(F)F)cc2[nH]cnc12,1.1,3.0287025,1.9287024974822997
O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(F)cc2[nH]cnc12,0.29,1.464549,1.1745489454269409
O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(O)cc(C(F)(F)F)c1,0.8,4.73947,3.9394700050354006
O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cccc2[nH]cnc12,-0.05,3.009921,3.059921073913574
O=C(Nc1cccc(CCO)c1)c1cc2cc(Cl)ccc2[nH]1,3.83,-1.8807832,-5.710783200263977
O=C(Nc1cccc(Cl)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,2.74,2.6856344,-0.05436562538146994
O=C(Nc1cccc(Cl)c1)c1ccccn1,3.4,0.9828026,-2.4171973705291747
O=C(Nc1cccc(NC(=O)c2ccccc2)n1)c1ccccc1,4.02,2.7281811,-1.291818876266479
O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1ccc(F)cc1,3.2,2.8042197,-0.39578027725219744
O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1cccc(F)c1,3.15,1.307801,-1.8421989917755126
O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1ccccc1,3.07,1.227827,-1.8421730470657347
O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1ccccn1,1.78,3.417841,1.6378409576416015
O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1cccnc1,1.59,0.6466312,-0.9433688187599183
O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1cscn1,1.56,1.5562892,-0.0037108039855957564
O=C(Nc1cccc([C@@H](c2ccc(C(=O)N3CCC3)cc2)N2CCN(Cc3ccc(F)cc3)CC2)c1)C1CC1,3.58,-0.73768157,-4.317681567668915
O=C(Nc1cccc2cccnc12)C(F)(F)F,3.24,2.1710465,-1.0689535045623781
O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)[C@@H]3[C@H](C2=O)[C@@H]2C=C[C@H]3C2)cc1,3.28,2.9673102,-0.31268980979919414
O=C(Nc1ccccc1)C(F)(F)F,2.21,3.5393357,1.3293357276916504
O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,4.82,3.0303924,-1.7896075916290286
